epoch,accuracy,loss,val_accuracy,val_loss
0,0.3218249976634979,1.8322557210922241,0.4262999892234802,1.5697641372680664
1,0.0,0.0,0.4262999892234802,1.5697641372680664
2,0.42114999890327454,1.5797369480133057,0.5048999786376953,1.373201608657837
3,0.0,0.0,0.5048999786376953,1.373201608657837
4,0.4606249928474426,1.4846107959747314,0.5368000268936157,1.2713844776153564
5,0.0,0.0,0.5368000268936157,1.2713844776153564
6,0.4878999888896942,1.4241127967834473,0.5547000169754028,1.2534998655319214
7,0.0,0.0,0.5547000169754028,1.2534998655319214
8,0.5016250014305115,1.3798714876174927,0.5820000171661377,1.1490775346755981
9,0.0,0.0,0.5820000171661377,1.1490775346755981
10,0.5139999985694885,1.3537801504135132,0.5856999754905701,1.1625150442123413
11,0.0,0.0,0.5856999754905701,1.1625150442123413
12,0.5252249836921692,1.325795292854309,0.586899995803833,1.1551580429077148
13,0.0,0.0,0.586899995803833,1.1551580429077148
14,0.5321000218391418,1.3086706399917603,0.6194999814033508,1.0803338289260864
15,0.0,0.0,0.6194999814033508,1.0803338289260864
16,0.5361250042915344,1.285162091255188,0.6274999976158142,1.0567829608917236
17,0.0,0.0,0.6274999976158142,1.0567829608917236
18,0.5483750104904175,1.2691147327423096,0.6322000026702881,1.0303752422332764
19,0.0,0.0,0.6322000026702881,1.0303752422332764
20,0.5504000186920166,1.2583998441696167,0.6478000283241272,1.0020649433135986
21,0.0,0.0,0.6478000283241272,1.0020649433135986
22,0.5572999715805054,1.2386871576309204,0.6277999877929688,1.0510985851287842
23,0.0,0.0,0.6277999877929688,1.0510985851287842
24,0.5608500242233276,1.2326970100402832,0.6104999780654907,1.0940642356872559
25,0.0,0.0,0.6104999780654907,1.0940642356872559
26,0.5628499984741211,1.2324490547180176,0.6297000050544739,1.0439972877502441
27,0.0,0.0,0.6297000050544739,1.0439972877502441
28,0.5675250291824341,1.2126942873001099,0.644599974155426,0.994650661945343
29,0.0,0.0,0.644599974155426,0.994650661945343
30,0.5703499913215637,1.204511284828186,0.6377999782562256,1.0322314500808716
31,0.0,0.0,0.6377999782562256,1.0322314500808716
32,0.5746750235557556,1.201253890991211,0.6642000079154968,0.9497095942497253
33,0.0,0.0,0.6642000079154968,0.9497095942497253
34,0.5784749984741211,1.1867446899414062,0.6861000061035156,0.9109051823616028
35,0.0,0.0,0.6861000061035156,0.9109051823616028
36,0.5805000066757202,1.1785833835601807,0.6409000158309937,1.0124456882476807
37,0.0,0.0,0.6409000158309937,1.0124456882476807
38,0.5838249921798706,1.171133279800415,0.664900004863739,0.9451718926429749
39,0.0,0.0,0.664900004863739,0.9451718926429749
40,0.5844500064849854,1.1709282398223877,0.6621999740600586,0.9655948281288147
41,0.0,0.0,0.6621999740600586,0.9655948281288147
42,0.5886250138282776,1.1639288663864136,0.6607999801635742,0.9971879124641418
43,0.0,0.0,0.6607999801635742,0.9971879124641418
44,0.5950499773025513,1.150052547454834,0.6801999807357788,0.9114875793457031
